"","PoolID","Removal_Control","Foundation_spp","Fun_group","Species","DeltaCount","Mytilusdelta","Phyllodelta","SAVav","THav","SAav","Vav","Depthav"
"1","1","Control","Phyllospadix","Carnivore","Acanthodoris.nanaimoensis",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"2","1","Control","Phyllospadix","Carnivore","Aeolidia.papillosa",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"3","1","Control","Phyllospadix","Carnivore","Alia.carinata",0.277008310249307,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"4","1","Control","Phyllospadix","Carnivore","Anisodris.nobilis",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"5","1","Control","Phyllospadix","Carnivore","Cancer.spp",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"6","1","Control","Phyllospadix","Carnivore","Ceratostoma.foliatum",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"7","1","Control","Phyllospadix","Carnivore","Diaulula.sandiegensis",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"8","1","Control","Phyllospadix","Carnivore","Gunnel",1.10803324099723,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"9","1","Control","Phyllospadix","Carnivore","Henricia.spp",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"10","1","Control","Phyllospadix","Carnivore","Hermissenda.opalescens",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"11","1","Control","Phyllospadix","Carnivore","Leptasterias.hexactis",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"12","1","Control","Phyllospadix","Carnivore","Lirabuccinum.dirum",1.38504155124654,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"13","1","Control","Phyllospadix","Carnivore","Nucella.canaliculata",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"14","1","Control","Phyllospadix","Carnivore","Nucella.lamellosa",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"15","1","Control","Phyllospadix","Carnivore","Nucella.ostrina",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"16","1","Control","Phyllospadix","Carnivore","Ocinebria.lurida",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"17","1","Control","Phyllospadix","Carnivore","Pisaster.ochraceus",0.277008310249307,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"18","1","Control","Phyllospadix","Carnivore","Sculpin",1.38504155124654,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"19","1","Control","Phyllospadix","Mesograzer","Callistoma.canaliculata",0.831024930747922,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"20","1","Control","Phyllospadix","Mesograzer","Petrolisthes.spp",0.277008310249307,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"21","1","Control","Phyllospadix","Mesograzer","Strongylocentrotus.purpuratus",2.21606648199446,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"22","1","Control","Phyllospadix","Mesograzer","Tegula.funebralis",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"23","1","Control","Phyllospadix","Micrograzer","Acmaea.mitra",0.277008310249307,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"24","1","Control","Phyllospadix","Micrograzer","Amphissa.spp",0.277008310249307,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"25","1","Control","Phyllospadix","Micrograzer","Bittium.eschrichtii",-0.277008310249307,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"26","1","Control","Phyllospadix","Micrograzer","Cyanoplax.hartwegii",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"27","1","Control","Phyllospadix","Micrograzer","Fissurella.volcano",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"28","1","Control","Phyllospadix","Micrograzer","Idotea.spp",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"29","1","Control","Phyllospadix","Micrograzer","Katharina.tunicata",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"30","1","Control","Phyllospadix","Micrograzer","Leptochiton.spp",0.277008310249307,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"31","1","Control","Phyllospadix","Micrograzer","Littorina.spp",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"32","1","Control","Phyllospadix","Micrograzer","Lottia.spp",33.2409972299169,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"33","1","Control","Phyllospadix","Micrograzer","Mopalia.spp",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"34","1","Control","Phyllospadix","Micrograzer","Nuttalina.spp",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"35","1","Control","Phyllospadix","Micrograzer","Tectura.persona",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"36","1","Control","Phyllospadix","Micrograzer","Tonicella.spp",2.21606648199446,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"37","1","Control","Phyllospadix","Omnivore","Brittle.star",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"38","1","Control","Phyllospadix","Omnivore","Diodora.aspera",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"39","1","Control","Phyllospadix","Omnivore","Hemigrapsus.nudus",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"40","1","Control","Phyllospadix","Omnivore","Heptacarpus.sitchensis",1.38504155124654,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"41","1","Control","Phyllospadix","Omnivore","Pachygrapsus.crassipes",0,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"42","1","Control","Phyllospadix","Omnivore","Pagarus.spp",3.32409972299169,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"43","1","Control","Phyllospadix","Omnivore","Pugettia.producta",1.66204986149584,0,-13.5178806679001,12.3855386070134,0.927449,3.61,0.291468955411903,0.28
"44","2","Removal","Phyllospadix","Carnivore","Acanthodoris.nanaimoensis",0,0,51.6372795969773,9.69461597357225,0.940149,2.2355,0.230525964404787,0.28
"45","2","Removal","Phyllospadix","Carnivore","Aeolidia.papillosa",0,0,51.6372795969773,9.69461597357225,0.940149,2.2355,0.230525964404787,0.28
"46","2","Removal","Phyllospadix","Carnivore","Alia.carinata",0.894654439722657,0,51.6372795969773,9.69461597357225,0.940149,2.2355,0.230525964404787,0.28
"47","2","Removal","Phyllospadix","Carnivore","Anisodris.nobilis",0,0,51.6372795969773,9.69461597357225,0.940149,2.2355,0.230525964404787,0.28
"48","2","Removal","Phyllospadix","Carnivore","Cancer.spp",0.894654439722657,0,51.6372795969773,9.69461597357225,0.940149,2.2355,0.230525964404787,0.28
"49","2","Removal","Phyllospadix","Carnivore","Ceratostoma.foliatum",0,0,51.6372795969773,9.69461597357225,0.940149,2.2355,0.230525964404787,0.28
"50","2","Removal","Phyllospadix","Carnivore","Diaulula.sandiegensis",0,0,51.6372795969773,9.69461597357225,0.940149,2.2355,0.230525964404787,0.28
"51","2","Removal","Phyllospadix","Carnivore","Gunnel",0,0,51.6372795969773,9.69461597357225,0.940149,2.2355,0.230525964404787,0.28
